Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,dew_point_temperature_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,ceiling_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d,weather_condition_set_1d
KMLJ,03/28/2015 15:15 EDT,30.13,53.6,24.8,32.45,8.05,300,,701,,10,,,,,,24.59,,WNW,29.71,29.85,,Clear
KMLJ,03/28/2015 15:35 EDT,30.11,55.4,26.6,32.75,6.91,310,,701,,10,,,,,,26.4,,NW,29.69,29.81,,Clear
KMLJ,03/28/2015 15:55 EDT,30.12,55.4,26.6,32.75,11.5,290,17.27,491,,10,,,,,,26.4,,WNW,29.7,29.82,,Clear
KMLJ,03/28/2015 16:15 EDT,30.11,55.4,26.6,32.75,6.91,280,16.11,701,,10,,,,,,26.4,,W,29.69,29.81,,Clear
KMLJ,03/28/2015 16:35 EDT,30.11,55.4,26.6,32.75,12.66,290,17.27,1,,10,,,,,,26.4,,WNW,29.69,29.81,,Clear
KMLJ,03/28/2015 16:55 EDT,30.11,55.4,24.8,30.39,12.66,290,20.71,951,,10,,,,,,24.6,,WNW,29.69,29.83,,Clear
KMLJ,03/28/2015 17:15 EDT,30.11,55.4,23,28.18,11.5,280,20.71,701,,10,,,,,,22.8,,W,29.69,29.84,,Clear
KMLJ,03/28/2015 17:35 EDT,30.11,55.4,23,28.18,9.22,290,19.57,701,,10,,,,,,22.8,,WNW,29.69,29.84,,Clear
KMLJ,03/28/2015 17:55 EDT,30.12,55.4,23,28.18,8.05,290,,1201,,10,,,,,,22.8,,WNW,29.7,29.85,,Clear
KMLJ,03/28/2015 18:15 EDT,30.13,55.4,21.2,26.11,10.36,270,17.27,341,,10,,,,,,20.99,,W,29.71,29.88,,Clear
KMLJ,03/28/2015 18:35 EDT,30.14,53.6,21.2,27.88,11.5,290,,1201,,10,,,,,,20.98,,WNW,29.72,29.89,,Clear
KMLJ,03/28/2015 18:55 EDT,30.15,53.6,21.2,27.88,8.05,300,,1201,,10,,,,,,20.98,,WNW,29.73,29.9,,Clear
KMLJ,03/28/2015 19:15 EDT,30.15,53.6,21.2,27.88,8.05,300,,1201,,10,,,,,,20.98,,WNW,29.73,29.9,,Clear
KMLJ,03/28/2015 19:35 EDT,30.16,51.8,21.2,29.79,5.75,300,,1201,,10,,,,,,20.98,,WNW,29.74,29.92,,Clear
KMLJ,03/28/2015 19:55 EDT,30.16,50,23,34.36,3.44,290,,1201,,10,,,,,,22.77,,WNW,29.74,29.91,,Clear
KMLJ,03/28/2015 20:15 EDT,30.17,48.2,23,36.75,3.44,280,,1101,,10,,,,,,22.77,,W,29.75,29.93,,Clear
KMLJ,03/28/2015 20:35 EDT,30.18,46.4,24.8,42.41,0,0,,1101,,10,,,,,,24.58,,N,29.76,29.93,,Clear
KMLJ,03/28/2015 20:55 EDT,30.19,44.6,28.4,52.7,0,0,,1101,,10,,,,,,28.21,,N,29.77,29.91,,Clear
KMLJ,03/28/2015 21:15 EDT,30.21,42.8,30.2,60.77,0,0,,1101,,10,,,,,,30.04,,N,29.79,29.92,,Clear
KMLJ,03/28/2015 21:35 EDT,30.22,41,30.2,65.13,0,0,,1,,10,,,,,,30.06,,N,29.8,29.94,,Clear
KMLJ,03/28/2015 21:55 EDT,30.22,41,30.2,65.13,0,0,,1101,,10,,,,,,30.06,,N,29.8,29.94,,Clear
KMLJ,03/28/2015 22:15 EDT,30.23,41,28.4,60.51,0,0,,1101,,10,,,,,,28.24,,N,29.81,29.96,,Clear
KMLJ,03/28/2015 22:35 EDT,30.23,42.8,26.6,52.42,0,0,,1001,,10,,,,,,26.41,,N,29.81,29.97,,Clear
KMLJ,03/28/2015 22:55 EDT,30.24,42.8,28.4,56.46,0,0,,261,,10,,,,,,28.23,,N,29.82,29.97,,Clear
KMLJ,03/28/2015 23:15 EDT,30.24,42.8,28.4,56.46,0,0,,651,800,10,,,,,,28.23,,N,29.82,29.97,,N/A
KMLJ,03/28/2015 23:35 EDT,30.25,41,30.2,65.13,0,0,,1001,,10,,,,,,30.06,,N,29.83,29.97,,Clear
KMLJ,03/28/2015 23:55 EDT,30.26,37.4,30.2,74.96,0,0,,411,500,10,,,,900,,30.09,,N,29.84,29.99,,N/A
KMLJ,03/29/2015 00:15 EDT,30.27,37.4,30.2,74.96,0,0,,1001,,10,,,,,,30.09,,N,29.85,30,,Clear
KMLJ,03/29/2015 00:35 EDT,30.27,35.6,28.4,74.78,0,0,,901,,10,,,,,,28.29,,N,29.85,30.02,,Clear
KMLJ,03/29/2015 00:55 EDT,30.28,35.6,30.2,80.49,0,0,,901,1200,10,,,,,,30.12,,N,29.86,30.02,,N/A
KMLJ,03/29/2015 01:15 EDT,30.28,35.6,32,86.58,0,0,,901,1100,10,,,,,,31.94,,N,29.86,30,,N/A
KMLJ,03/29/2015 01:35 EDT,30.28,33.8,32,93.02,0,0,,901,1100,10,,,,,,31.97,,N,29.86,30.01,,N/A
KMLJ,03/29/2015 01:55 EDT,30.29,33.8,30.2,86.48,0,0,,801,,10,,,,,,30.14,,N,29.87,30.04,,Clear
KMLJ,03/29/2015 02:15 EDT,30.3,33.8,30.2,86.48,0,0,,1101,,10,,,,,,30.14,,N,29.88,30.05,,Clear
KMLJ,03/29/2015 02:35 EDT,30.3,33.8,30.2,86.48,0,0,,1,,10,,,,,,30.14,,N,29.88,30.05,,Clear
KMLJ,03/29/2015 02:55 EDT,30.31,32,30.2,92.96,0,0,,801,,10,,,,,,30.17,,N,29.89,30.06,,Clear
KMLJ,03/29/2015 03:15 EDT,30.31,32,30.2,92.96,0,0,,1201,,10,,,,,,30.17,,N,29.89,30.06,,Clear
KMLJ,03/29/2015 03:35 EDT,30.31,32,30.2,92.96,0,0,,1101,,10,,,,,,30.17,,N,29.89,30.06,,Clear
KMLJ,03/29/2015 03:55 EDT,30.32,32,30.2,92.96,0,0,,751,,10,,,,,,30.17,,N,29.9,30.07,,Clear
KMLJ,03/29/2015 04:15 EDT,30.32,32,30.2,92.96,0,0,,1001,1200,10,,,,,,30.17,,N,29.9,30.07,,N/A
KMLJ,03/29/2015 04:35 EDT,30.32,32,30.2,92.96,0,0,,1001,1200,10,,,,,,30.17,,N,29.9,30.07,,N/A
KMLJ,03/29/2015 04:55 EDT,30.33,32,30.2,92.96,0,0,,1001,1200,10,,,,,,30.17,,N,29.91,30.08,,N/A
KMLJ,03/29/2015 05:15 EDT,30.34,32,28.4,86.37,0,0,,1,,10,,,,,,28.34,,N,29.92,30.11,,Clear
KMLJ,03/29/2015 05:35 EDT,30.34,32,28.4,86.37,0,0,,1101,,10,,,,,,28.34,,N,29.92,30.11,,Clear
KMLJ,03/29/2015 05:55 EDT,30.35,32,30.2,92.96,0,0,,1101,,10,,,,,,30.17,,N,29.93,30.1,,Clear
KMLJ,03/29/2015 06:15 EDT,30.36,30.2,30.2,100,0,0,,701,,10,,,,,,30.2,,N,29.94,30.12,,Clear
KMLJ,03/29/2015 06:35 EDT,30.37,32,30.2,92.96,0,0,,1201,,10,,,,,,30.17,,N,29.95,30.12,,Clear
KMLJ,03/29/2015 06:55 EDT,30.37,30.2,30.2,100,0,0,,481,550,10,,,,700,,30.2,,N,29.95,30.13,,N/A
KMLJ,03/29/2015 07:15 EDT,30.38,30.2,30.2,100,0,0,,551,650,10,,,,750,,30.2,,N,29.96,30.14,,N/A
KMLJ,03/29/2015 07:35 EDT,30.39,30.2,30.2,100,0,0,,151,,10,,,,,,30.2,,N,29.97,30.15,,Clear
KMLJ,03/29/2015 07:55 EDT,30.4,32,30.2,92.96,0,0,,651,,10,,,,,,30.17,,N,29.98,30.15,,Clear
KMLJ,03/29/2015 08:15 EDT,30.4,32,32,100,0,0,,161,650,10,,,,,,32,,N,29.98,30.14,,N/A
KMLJ,03/29/2015 08:35 EDT,30.41,37.4,30.2,74.96,0,0,,141,600,10,,,,,,30.09,,N,29.99,30.14,,N/A
KMLJ,03/29/2015 08:55 EDT,30.42,39.2,28.4,64.9,5.75,90,,31,360,10,,,,650,,28.25,,E,30,30.16,,N/A
KMLJ,03/29/2015 09:15 EDT,30.42,41,26.6,56.19,4.61,90,,131,,10,,,,,,26.42,,E,30,30.17,,Clear
KMLJ,03/29/2015 09:35 EDT,30.43,42.8,26.6,52.42,6.91,100,,461,,10,,,,,,26.41,,E,30.01,30.18,,Clear
KMLJ,03/29/2015 09:55 EDT,30.44,44.6,24.8,45.4,3.44,100,,491,,10,,,,,,24.59,,E,30.02,30.2,,Clear
KMLJ,03/29/2015 10:15 EDT,30.44,44.6,24.8,45.4,5.75,100,,61,170,10,,,,,,24.59,,E,30.02,30.2,,N/A
KMLJ,03/29/2015 10:35 EDT,30.44,46.4,24.8,42.41,6.91,100,,221,,10,,,,,,24.58,,E,30.02,30.19,,Clear
KMLJ,03/29/2015 10:55 EDT,30.45,46.4,24.8,42.41,0,0,,1001,,10,,,,,,24.58,,N,30.03,30.2,,Clear
KMLJ,03/29/2015 11:15 EDT,30.45,48.2,24.8,39.63,3.44,80,,121,200,10,,,,,,24.58,,E,30.03,30.19,,N/A
KMLJ,03/29/2015 11:35 EDT,30.45,50,26.6,39.93,4.61,90,,251,310,10,,,,,,26.39,,E,30.03,30.17,,N/A
KMLJ,03/29/2015 11:55 EDT,30.44,50,24.8,37.05,3.44,60,,501,,10,,,,,,24.58,,ENE,30.02,30.18,,Clear
KMLJ,03/29/2015 12:15 EDT,30.43,51.8,24.8,34.67,0,0,,501,,10,,,,,,24.59,,N,30.01,30.16,,Clear
KMLJ,03/29/2015 12:35 EDT,30.42,51.8,26.6,37.36,0,0,,481,,10,,,,,,26.39,,N,30,30.13,,Clear
KMLJ,03/29/2015 12:55 EDT,30.42,53.6,24.8,32.45,0,0,,461,650,10,,,,,,24.59,,N,30,30.15,,N/A
KMLJ,03/29/2015 13:15 EDT,30.41,53.6,23,30.09,3.44,70,,421,480,10,,,,650,,22.79,,ENE,29.99,30.15,,N/A
KMLJ,03/29/2015 13:35 EDT,30.39,55.4,24.8,30.39,0,0,,431,,10,,,,,,24.6,,N,29.97,30.11,,Clear
KMLJ,03/29/2015 13:55 EDT,30.38,55.4,21.2,26.11,0,0,,341,430,10,,,,,,20.99,,N,29.96,30.13,,N/A
KMLJ,03/29/2015 14:15 EDT,30.37,57.2,23,26.4,4.61,70,,321,,10,,,,,,22.81,,ENE,29.95,30.1,,Clear
KMLJ,03/29/2015 14:35 EDT,30.35,57.2,24.8,28.48,0,0,,321,,10,,,,,,24.61,,N,29.93,30.06,,Clear
KMLJ,03/29/2015 14:55 EDT,30.35,57.2,23,26.4,0,0,,341,,10,,,,,,22.81,,N,29.93,30.08,,Clear
KMLJ,03/29/2015 15:15 EDT,30.34,59,23,24.75,0,0,,361,,10,,,,,,22.82,,N,29.92,30.07,,Clear
KMLJ,03/29/2015 15:35 EDT,30.33,59,26.6,28.77,3.44,230,,401,,10,,,,,,26.42,,SW,29.91,30.02,,Clear
KMLJ,03/29/2015 15:55 EDT,30.32,60.8,26.6,26.99,0,0,,421,,10,,,,,,26.44,,N,29.9,30.01,,Clear
KMLJ,03/29/2015 16:15 EDT,30.32,60.8,28.4,29.06,0,0,,501,,10,,,,,,28.23,,N,29.9,29.99,,Clear
KMLJ,03/29/2015 16:35 EDT,30.31,60.8,26.6,26.99,0,0,,501,,10,,,,,,26.44,,N,29.89,30,,Clear
KMLJ,03/29/2015 16:55 EDT,30.3,60.8,26.6,26.99,0,0,,351,750,10,,,,,,26.44,,N,29.88,29.99,,N/A
KMLJ,03/29/2015 17:15 EDT,30.29,60.8,26.6,26.99,0,0,,331,,10,,,,,,26.44,,N,29.87,29.97,,Clear
KMLJ,03/29/2015 17:35 EDT,30.29,62.6,28.4,27.28,0,0,,1,,10,,,,,,28.26,,N,29.87,29.95,,Clear
KMLJ,03/29/2015 17:55 EDT,30.29,60.8,26.6,26.99,0,0,,381,,10,,,,,,26.44,,N,29.87,29.97,,Clear
KMLJ,03/29/2015 18:15 EDT,30.28,60.8,28.4,29.06,0,0,,1,,10,,,,,,28.23,,N,29.86,29.95,,Clear
KMLJ,03/29/2015 18:35 EDT,30.28,60.8,28.4,29.06,0,0,,351,500,10,,,,,,28.23,,N,29.86,29.95,,N/A
KMLJ,03/29/2015 18:55 EDT,30.28,60.8,26.6,26.99,0,0,,501,,10,,,,,,26.44,,N,29.86,29.96,,Clear
KMLJ,03/29/2015 19:15 EDT,30.28,59,30.2,33.35,0,0,,481,600,10,,,,,,30.03,,N,29.86,29.93,,N/A
KMLJ,03/29/2015 19:35 EDT,30.28,55.4,30.2,37.97,0,0,,501,,10,,,,,,30.02,,N,29.86,29.94,,Clear
KMLJ,03/29/2015 19:55 EDT,30.28,55.4,30.2,37.97,0,0,,451,,10,,,,,,30.02,,N,29.86,29.94,,Clear
KMLJ,03/29/2015 20:15 EDT,30.27,51.8,32,46.59,0,0,,381,,10,,,,,,31.82,,N,29.85,29.92,,Clear
KMLJ,03/29/2015 20:35 EDT,30.27,51.8,32,46.59,0,0,,451,,10,,,,,,31.82,,N,29.85,29.92,,Clear
KMLJ,03/29/2015 20:55 EDT,30.28,50,32,49.8,0,0,,281,330,10,,,,,,31.82,,N,29.86,29.94,,N/A
KMLJ,03/29/2015 21:15 EDT,30.28,50,33.8,53.53,0,0,,261,410,10,,,,,,33.63,,N,29.86,29.92,,N/A
KMLJ,03/29/2015 21:35 EDT,30.29,48.2,32,53.26,0,0,,271,390,10,,,,,,31.83,,N,29.87,29.96,,N/A
KMLJ,03/29/2015 21:55 EDT,30.29,46.4,32,56.99,0,0,,431,,10,,,,,,31.84,,N,29.87,29.97,,Clear
KMLJ,03/29/2015 22:15 EDT,30.29,46.4,33.8,61.27,0,0,,551,700,10,,,,1200,,33.66,,N,29.87,29.94,,N/A
KMLJ,03/29/2015 22:35 EDT,30.29,44.6,33.8,65.6,0,0,,451,,10,,,,,,33.67,,N,29.87,29.95,,Clear
KMLJ,03/29/2015 22:55 EDT,30.29,44.6,32,61.02,0,0,,552,,10,,,,,,31.85,,N,29.87,29.97,,Partly Cloudy
KMLJ,03/29/2015 23:15 EDT,30.29,44.6,35.6,70.47,0,0,,553,,10,,,,,5500,35.49,,N,29.87,29.93,,Mostly Cloudy
KMLJ,03/29/2015 23:35 EDT,30.29,46.4,37.4,70.68,0,0,,553,,10,,,,,5500,37.29,,N,29.87,29.9,,Mostly Cloudy
KMLJ,03/29/2015 23:55 EDT,30.28,46.4,37.4,70.68,0,0,,552,,10,,,,,,37.29,,N,29.86,29.89,,Partly Cloudy
KMLJ,03/30/2015 00:15 EDT,30.27,44.6,37.4,75.67,0,0,,1,,10,,,,,,37.31,,N,29.85,29.89,,Clear
KMLJ,03/30/2015 00:35 EDT,30.26,44.6,35.6,70.47,0,0,,471,600,10,,,,900,,35.49,,N,29.84,29.9,,N/A
KMLJ,03/30/2015 00:55 EDT,30.25,44.6,35.6,70.47,0,0,,181,360,10,,,,,,35.49,,N,29.83,29.89,,N/A
KMLJ,03/30/2015 01:15 EDT,30.24,46.4,35.6,65.82,0,0,,471,,10,,,,,,35.47,,N,29.82,29.87,,Clear
KMLJ,03/30/2015 01:35 EDT,30.23,44.6,35.6,70.47,0,0,,1101,,10,,,,,,35.49,,N,29.81,29.87,,Clear
KMLJ,03/30/2015 01:55 EDT,30.23,44.6,33.8,65.6,0,0,,1,,10,,,,,,33.67,,N,29.81,29.89,,Clear
KMLJ,03/30/2015 02:15 EDT,30.23,44.6,35.6,70.47,0,0,,601,,10,,,,,,35.49,,N,29.81,29.87,,Clear
KMLJ,03/30/2015 02:35 EDT,30.23,44.6,35.6,70.47,0,0,,351,,10,,,,,,35.49,,N,29.81,29.87,,Clear
KMLJ,03/30/2015 02:55 EDT,30.22,44.6,35.6,70.47,0,0,,1,,10,,,,,,35.49,,N,29.8,29.86,,Clear
KMLJ,03/30/2015 03:15 EDT,30.22,44.6,35.6,70.47,0,0,,651,1100,10,,,,,,35.49,,N,29.8,29.86,,N/A
KMLJ,03/30/2015 03:35 EDT,30.21,42.8,35.6,75.5,0,0,,1201,,10,,,,,,35.51,,N,29.79,29.86,,Clear
KMLJ,03/30/2015 03:55 EDT,30.2,42.8,35.6,75.5,0,0,,651,,10,,,,,,35.51,,N,29.78,29.85,,Clear
KMLJ,03/30/2015 04:15 EDT,30.17,42.8,37.4,81.06,0,0,,651,,10,,,,,,37.33,,N,29.75,29.79,,Clear
KMLJ,03/30/2015 04:35 EDT,30.17,42.8,37.4,81.06,0,0,,751,850,10,,,,1100,,37.33,,N,29.75,29.79,,N/A
KMLJ,03/30/2015 04:55 EDT,30.17,42.8,37.4,81.06,0,0,,751,,10,,,,,,37.33,,N,29.75,29.79,,Clear
KMLJ,03/30/2015 05:15 EDT,30.16,44.6,39.2,81.2,0,0,,552,,10,,,,,,39.13,,N,29.74,29.75,,Partly Cloudy
KMLJ,03/30/2015 05:35 EDT,30.15,44.6,39.2,81.2,0,0,,552,,10,,,,,,39.13,,N,29.73,29.74,,Partly Cloudy
KMLJ,03/30/2015 05:55 EDT,30.16,44.6,41,87.09,0,0,,403,503,10,,,,,4000,40.95,,N,29.74,29.72,,Mostly Cloudy
KMLJ,03/30/2015 06:15 EDT,30.16,44.6,41,87.09,0,0,,404,,10,,,,,4000,40.95,,N,29.74,29.72,,Overcast
KMLJ,03/30/2015 06:35 EDT,30.16,46.4,41,81.34,0,0,,364,,10,,,,,3600,40.93,,N,29.74,29.71,,Overcast
KMLJ,03/30/2015 06:55 EDT,30.17,46.4,41,81.34,0,0,,324,,10,,,,,3200,40.93,,N,29.75,29.72,,Overcast
KMLJ,03/30/2015 07:15 EDT,30.17,46.4,42.8,87.19,0,0,,294,,10,,,,,2900,42.75,,N,29.75,29.7,,Overcast
KMLJ,03/30/2015 07:35 EDT,30.17,46.4,42.8,87.19,0,0,,273,334,10,,,,,2700,42.75,,N,29.75,29.7,,Overcast
KMLJ,03/30/2015 07:55 EDT,30.16,46.4,42.8,87.19,0,0,,233,604,10,,,,,2300,42.75,,N,29.74,29.69,,Overcast
KMLJ,03/30/2015 08:15 EDT,30.23,48.2,42.8,81.48,5.75,320,,232,282,10,,,1,604,6000,42.74,,NW,29.81,29.75,,Rain
KMLJ,03/30/2015 08:35 EDT,30.25,50,46.4,87.38,5.75,340,,242,324,10,,,1,,3200,46.36,,NNW,29.83,29.69,,Rain
KMLJ,03/30/2015 08:55 EDT,30.21,48.2,48.2,100,0,0,,242,323,2.5,,,1,704,3200,48.2,,N,29.79,29.63,,Rain
KMLJ,03/30/2015 09:15 EDT,30.22,50,50,100,0,0,,312,473,3,,,1,704,4700,50,,N,29.8,29.59,,Rain
KMLJ,03/30/2015 09:35 EDT,30.2,50,50,100,0,0,,312,553,3,,,1,804,5500,50,,N,29.78,29.57,,Rain
KMLJ,03/30/2015 09:55 EDT,30.19,50,50,100,0,0,,472,653,2.5,,,1,804,6500,50,,N,29.77,29.56,,Rain
KMLJ,03/30/2015 10:15 EDT,30.17,50,50,100,3.44,200,,212,353,1.25,,,1,474,3500,50,,SSW,29.75,29.54,,Rain
KMLJ,03/30/2015 10:35 EDT,30.14,51.8,51.8,100,0,0,,272,483,5,,,13,803,4800,51.8,,N,29.72,29.46,,Light Rain
KMLJ,03/30/2015 10:55 EDT,30.14,53.6,53.6,100,0,0,,752,1002,7,,,,1202,,53.6,,N,29.72,29.4,,Partly Cloudy
KMLJ,03/30/2015 11:15 EDT,30.15,53.6,53.6,100,0,0,,62,752,10,,,,,,53.6,,N,29.73,29.41,,Partly Cloudy
KMLJ,03/30/2015 11:35 EDT,30.16,53.6,53.6,100,0,0,,63,704,10,,,,,600,53.6,,N,29.74,29.42,,Overcast
KMLJ,03/30/2015 11:55 EDT,30.17,57.2,55.4,93.7,3.44,220,,62,112,10,,,,703,7000,55.38,,SW,29.75,29.36,,Mostly Cloudy
KMLJ,03/30/2015 12:15 EDT,30.16,60.8,59,93.8,0,0,,362,652,10,,,,,,58.99,,N,29.74,29.21,,Partly Cloudy
KMLJ,03/30/2015 12:35 EDT,30.16,62.6,59,88.02,9.22,280,,343,453,10,,,,503,3400,58.97,,W,29.74,29.2,,Mostly Cloudy
KMLJ,03/30/2015 12:55 EDT,30.17,62.6,57.2,82.52,4.61,280,,213,343,10,,,,504,2100,57.16,,W,29.75,29.27,,Overcast
KMLJ,03/30/2015 13:15 EDT,30.17,62.6,57.2,82.52,5.75,270,,234,,10,,,,,2300,57.16,,W,29.75,29.27,,Overcast
KMLJ,03/30/2015 13:35 EDT,30.16,62.6,57.2,82.52,3.44,270,,224,,10,,,,,2200,57.16,,W,29.74,29.26,,Overcast
KMLJ,03/30/2015 13:55 EDT,30.16,62.6,59,88.02,3.44,290,,184,,10,,,,,1800,58.97,,WNW,29.74,29.2,,Overcast
KMLJ,03/30/2015 14:15 EDT,30.15,62.6,57.2,82.52,0,0,,164,,10,,,,,1600,57.16,,N,29.73,29.25,,Overcast
KMLJ,03/30/2015 14:35 EDT,30.15,62.6,59,88.02,4.61,280,,164,,10,,,,,1600,58.97,,W,29.73,29.19,,Overcast
KMLJ,03/30/2015 14:55 EDT,30.14,64.4,59,82.65,6.91,270,,163,314,10,,,,,1600,58.97,,W,29.72,29.17,,Overcast
KMLJ,03/30/2015 15:15 EDT,30.12,64.4,59,82.65,0,0,,182,252,10,,,,323,3200,58.97,,N,29.7,29.15,,Mostly Cloudy
KMLJ,03/30/2015 15:35 EDT,30.11,68,60.8,77.79,3.44,260,,203,293,10,,,,,2000,60.77,,W,29.69,29.05,,Mostly Cloudy
KMLJ,03/30/2015 15:55 EDT,30.1,68,59,72.97,3.44,250,,202,282,10,,,,352,,58.96,,WSW,29.68,29.1,,Partly Cloudy
KMLJ,03/30/2015 16:15 EDT,30.09,69.8,59,68.61,5.75,280,,701,950,10,,,,,,58.96,,W,29.67,29.08,,N/A
KMLJ,03/30/2015 16:35 EDT,30.09,69.8,59,68.61,3.44,270,,332,412,10,,,,,,58.96,,W,29.67,29.08,,Partly Cloudy
KMLJ,03/30/2015 16:55 EDT,30.07,69.8,59,68.61,3.44,260,,801,950,10,,,,,,58.96,,W,29.66,29.07,,N/A
KMLJ,03/30/2015 17:15 EDT,30.07,69.8,57.2,64.32,9.22,300,,341,410,10,,,,500,,57.15,,WNW,29.66,29.12,,N/A
KMLJ,03/30/2015 17:35 EDT,30.07,71.6,55.4,56.7,12.66,290,17.27,901,,10,,,,,,55.36,,WNW,29.66,29.17,,Clear
KMLJ,03/30/2015 17:55 EDT,30.07,71.6,55.4,56.7,6.91,310,,901,,10,,,,,,55.36,,NW,29.66,29.17,,Clear
KMLJ,03/30/2015 18:15 EDT,30.07,71.6,53.6,53.1,10.36,280,16.11,701,800,10,,,,,,53.55,,W,29.66,29.22,,N/A
KMLJ,03/30/2015 18:35 EDT,30.07,71.6,53.6,53.1,6.91,290,,701,800,10,,,,,,53.55,,WNW,29.66,29.22,,N/A
KMLJ,03/30/2015 18:55 EDT,30.07,71.6,53.6,53.1,3.44,270,,701,800,10,,,,,,53.55,,W,29.66,29.22,,N/A
KMLJ,03/30/2015 19:15 EDT,30.07,69.8,51.8,52.83,3.44,280,,701,800,10,,,,,,51.74,,W,29.66,29.28,,N/A
KMLJ,03/30/2015 19:35 EDT,30.07,68,51.8,56.19,0,0,,801,,10,,,,,,51.73,,N,29.66,29.29,,Clear
KMLJ,03/30/2015 19:55 EDT,30.06,64.4,51.8,63.64,0,0,,801,,10,,,,,,51.73,,N,29.65,29.3,,Clear
KMLJ,03/30/2015 20:15 EDT,30.06,60.8,53.6,77.17,0,0,,1,,10,,,,,,53.55,,N,29.65,29.28,,Clear
KMLJ,03/30/2015 20:35 EDT,30.07,59,53.6,82.27,0,0,,701,,10,,,,,,53.56,,N,29.66,29.3,,Clear
KMLJ,03/30/2015 20:55 EDT,30.07,57.2,51.8,82.14,0,0,,1,,7,,,,,,51.75,,N,29.66,29.36,,Clear
KMLJ,03/30/2015 21:15 EDT,30.08,55.4,51.8,87.66,0,0,,901,,7,,,,,,51.76,,N,29.66,29.37,,Clear
KMLJ,03/30/2015 21:35 EDT,30.1,55.4,51.8,87.66,0,0,,2301,2500,10,,,,,,51.76,,N,29.68,29.39,,N/A
KMLJ,03/30/2015 21:55 EDT,30.1,53.6,51.8,93.6,0,0,,81,750,7,,,,850,,51.78,,N,29.68,29.4,,N/A
KMLJ,03/30/2015 22:15 EDT,30.11,53.6,51.8,93.6,0,0,,1201,,10,,,,,,51.78,,N,29.69,29.41,,Clear
KMLJ,03/30/2015 22:35 EDT,30.12,51.8,51.8,100,0,0,,1201,,10,,,,,,51.8,,N,29.7,29.44,,Clear
KMLJ,03/30/2015 22:55 EDT,30.12,51.8,50,93.55,0,0,,1201,,10,,,,,,49.98,,N,29.7,29.48,,Clear
KMLJ,03/30/2015 23:15 EDT,30.12,51.8,50,93.55,0,0,,1101,,10,,,,,,49.98,,N,29.7,29.48,,Clear
KMLJ,03/30/2015 23:35 EDT,30.12,50,50,100,0,0,,1201,,10,,,,,,50,,N,29.7,29.49,,Clear
KMLJ,03/30/2015 23:55 EDT,30.11,50,50,100,0,0,,1201,,10,,,,,,50,,N,29.69,29.48,,Clear
KMLJ,03/31/2015 00:15 EDT,30.1,50,50,100,0,0,,1201,,10,,,,,,50,,N,29.68,29.47,,Clear
KMLJ,03/31/2015 00:35 EDT,30.11,50,50,100,0,0,,1201,,10,,,,,,50,,N,29.69,29.48,,Clear
KMLJ,03/31/2015 00:55 EDT,30.1,48.2,48.2,100,0,0,,1101,,10,,,,,,48.2,,N,29.68,29.52,,Clear
KMLJ,03/31/2015 01:15 EDT,30.1,48.2,48.2,100,0,0,,1201,,10,,,,,,48.2,,N,29.68,29.52,,Clear
KMLJ,03/31/2015 01:35 EDT,30.1,46.4,46.4,100,0,0,,1201,,10,,,,,,46.4,,N,29.68,29.56,,Clear
KMLJ,03/31/2015 01:55 EDT,30.09,46.4,46.4,100,0,0,,1,,10,,,,,,46.4,,N,29.67,29.55,,Clear
KMLJ,03/31/2015 02:15 EDT,30.09,46.4,46.4,100,0,0,,1101,,10,,,,,,46.4,,N,29.67,29.55,,Clear
KMLJ,03/31/2015 02:35 EDT,30.09,46.4,46.4,100,0,0,,81,,10,,,,,,46.4,,N,29.67,29.55,,Clear
KMLJ,03/31/2015 02:55 EDT,30.09,46.4,46.4,100,0,0,,1201,,10,,,,,,46.4,,N,29.67,29.55,,Clear
KMLJ,03/31/2015 03:15 EDT,30.08,44.6,44.6,100,0,0,,1101,,10,,,,,,44.6,,N,29.66,29.58,,Clear
KMLJ,03/31/2015 03:35 EDT,30.07,44.6,44.6,100,0,0,,411,1000,10,,,,1200,,44.6,,N,29.66,29.58,,N/A
KMLJ,03/31/2015 03:55 EDT,30.07,44.6,44.6,100,0,0,,1001,1200,7,,,,,,44.6,,N,29.66,29.58,,N/A
KMLJ,03/31/2015 04:15 EDT,30.07,44.6,44.6,100,0,0,,1201,,5,,,31,,,44.6,,N,29.66,29.58,,Mist
KMLJ,03/31/2015 04:35 EDT,30.07,44.6,44.6,100,0,0,,1201,,7,,,,,,44.6,,N,29.66,29.58,,Clear
KMLJ,03/31/2015 04:55 EDT,30.07,44.6,44.6,100,0,0,,551,,5,,,31,,,44.6,,N,29.66,29.58,,Mist
KMLJ,03/31/2015 05:15 EDT,30.07,44.6,44.6,100,0,0,,341,450,7,,,,700,,44.6,,N,29.66,29.58,,N/A
